artifact_path,artifact_type,phase,exists,nonempty,last_modified,referenced_by_reports,needs_verification,notes
outputs/window_size_study/300s/reports/gru/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-18 21:03:00.925851583,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/gru/confusion_matrix.png,figure,phase1,True,True,2026-04-18 21:03:00.775110245,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/gru/precision_recall_curve.png,figure,phase1,True,True,2026-04-18 21:03:00.708403587,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/gru/roc_curve.png,figure,phase1,True,True,2026-04-18 21:03:00.621895790,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/gru/threshold_visualization.png,figure,phase1,True,True,2026-04-18 21:03:01.142662764,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/gru/training_validation_loss.png,figure,phase1,True,True,2026-04-18 21:03:01.025040865,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/isolation_forest/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-18 21:00:43.196324587,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/isolation_forest/confusion_matrix.png,figure,phase1,True,True,2026-04-18 21:00:42.996382713,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/isolation_forest/precision_recall_curve.png,figure,phase1,True,True,2026-04-18 21:00:42.912675858,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/isolation_forest/roc_curve.png,figure,phase1,True,True,2026-04-18 21:00:42.815865993,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/isolation_forest/threshold_visualization.png,figure,phase1,True,True,2026-04-18 21:00:43.496343851,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/isolation_forest/training_validation_loss.png,figure,phase1,True,True,2026-04-18 21:00:43.329554081,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/latency_metrics.csv,table,phase1,True,True,2026-04-18 21:09:15.347901583,,True,
outputs/window_size_study/300s/reports/llm_baseline/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-18 21:09:15.115285397,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/llm_baseline/confusion_matrix.png,figure,phase1,True,True,2026-04-18 21:09:14.972424984,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/llm_baseline/precision_recall_curve.png,figure,phase1,True,True,2026-04-18 21:09:14.855942249,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/llm_baseline/roc_curve.png,figure,phase1,True,True,2026-04-18 21:09:14.714421272,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/llm_baseline/threshold_visualization.png,figure,phase1,True,True,2026-04-18 21:09:15.329606295,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/llm_baseline/training_validation_loss.png,figure,phase1,True,True,2026-04-18 21:09:15.216242790,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/lstm/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-18 21:04:52.089417219,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/lstm/confusion_matrix.png,figure,phase1,True,True,2026-04-18 21:04:51.872221708,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/lstm/precision_recall_curve.png,figure,phase1,True,True,2026-04-18 21:04:51.764196873,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/lstm/roc_curve.png,figure,phase1,True,True,2026-04-18 21:04:51.625670195,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/lstm/threshold_visualization.png,figure,phase1,True,True,2026-04-18 21:04:52.441192389,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/lstm/training_validation_loss.png,figure,phase1,True,True,2026-04-18 21:04:52.271761417,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/model_summary.csv,table,phase1,True,True,2026-04-18 21:09:55.011896610,FINAL_EXPERIMENT_NOTES.md;reports/generated_report.md,True,
outputs/window_size_study/300s/reports/model_sweep_results.csv,table,phase1,True,True,2026-04-18 21:09:15.345718145,,True,
outputs/window_size_study/300s/reports/per_scenario_metrics.csv,table,phase1,True,True,2026-04-18 21:09:15.347901583,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/threshold_baseline/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-18 21:00:32.747197390,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/threshold_baseline/confusion_matrix.png,figure,phase1,True,True,2026-04-18 21:00:32.446647882,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/threshold_baseline/precision_recall_curve.png,figure,phase1,True,True,2026-04-18 21:00:32.330176115,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/threshold_baseline/roc_curve.png,figure,phase1,True,True,2026-04-18 21:00:32.196700335,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/threshold_baseline/threshold_visualization.png,figure,phase1,True,True,2026-04-18 21:00:33.080467701,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/threshold_baseline/training_validation_loss.png,figure,phase1,True,True,2026-04-18 21:00:32.880962849,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/transformer/anomaly_score_distribution.png,figure,phase1,True,True,2026-04-18 21:07:31.282359123,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/transformer/confusion_matrix.png,figure,phase1,True,True,2026-04-18 21:07:31.082369089,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/transformer/precision_recall_curve.png,figure,phase1,True,True,2026-04-18 21:07:30.934342384,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/transformer/roc_curve.png,figure,phase1,True,True,2026-04-18 21:07:30.801083803,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/transformer/threshold_visualization.png,figure,phase1,True,True,2026-04-18 21:07:31.616931915,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/transformer/training_validation_loss.png,figure,phase1,True,True,2026-04-18 21:07:31.460005045,reports/generated_report.md,True,
outputs/window_size_study/300s/reports/window_run_report.md,report,phase1,True,True,2026-04-18 21:09:15.365574598,,True,
outputs/window_size_study/300s/reports/window_sweep_table.csv,table,phase1,True,True,2026-04-19 19:09:06.947114944,reports/generated_report.md,True,
outputs/window_size_study/300s/residual_windows.parquet,parquet,phase1,True,True,2026-04-19 19:09:06.232171297,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/300s/split_summary.json,json,phase1,True,True,2026-04-19 19:09:06.248111963,,True,
outputs/window_size_study/5s/benchmark_config.json,json,phase1,True,True,2026-04-19 17:43:06.793309450,,True,
outputs/window_size_study/5s/data/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-19 17:42:56.562895775,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/5s/data/merged_windows_clean.parquet,parquet,phase1,True,True,2026-04-19 17:42:50.843611002,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE1_FILE_MAP.md;deployment_runtime/docs/deployment_contract.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md;window_source_sampling_audit.md,True,
outputs/window_size_study/5s/feature_ranking.csv,table,phase1,True,True,2026-04-19 17:43:06.741763830,,True,
outputs/window_size_study/5s/models/autoencoder/metadata.pkl,checkpoint,phase1,True,True,2026-04-18 23:51:37.285158873,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/autoencoder/model.pt,checkpoint,phase1,True,True,2026-04-18 23:51:37.297155857,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/autoencoder/predictions.parquet,parquet,phase1,True,True,2026-04-18 23:51:37.362159491,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/autoencoder/results.json,json,phase1,True,True,2026-04-18 23:51:37.344159365,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/gru/metadata.pkl,checkpoint,phase1,True,True,2026-04-19 01:32:46.233044147,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/gru/model.pt,checkpoint,phase1,True,True,2026-04-19 01:32:46.235041618,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/gru/predictions.parquet,parquet,phase1,True,True,2026-04-19 01:32:46.327040195,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/gru/results.json,json,phase1,True,True,2026-04-19 01:32:46.302044153,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/isolation_forest/model.pkl,checkpoint,phase1,True,True,2026-04-18 23:49:37.553334713,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/isolation_forest/predictions.parquet,parquet,phase1,True,True,2026-04-18 23:49:37.615334511,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/isolation_forest/results.json,json,phase1,True,True,2026-04-18 23:49:37.600334406,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/llm_baseline/metadata.pkl,checkpoint,phase1,True,True,2026-04-19 10:44:08.424849510,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/llm_baseline/model.pt,checkpoint,phase1,True,True,2026-04-19 10:44:08.425847769,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/llm_baseline/predictions.parquet,parquet,phase1,True,True,2026-04-19 10:44:08.487387419,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/llm_baseline/results.json,json,phase1,True,True,2026-04-19 10:44:08.471263409,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/lstm/metadata.pkl,checkpoint,phase1,True,True,2026-04-19 03:16:49.511881113,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/lstm/model.pt,checkpoint,phase1,True,True,2026-04-19 03:16:49.513880968,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/lstm/predictions.parquet,parquet,phase1,True,True,2026-04-19 03:16:49.597131252,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/lstm/results.json,json,phase1,True,True,2026-04-19 03:16:49.580827713,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/threshold_baseline/model.pkl,checkpoint,phase1,True,True,2026-04-18 23:49:21.835173845,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/threshold_baseline/predictions.parquet,parquet,phase1,True,True,2026-04-18 23:49:20.738173246,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/threshold_baseline/results.json,json,phase1,True,True,2026-04-18 23:49:21.913174152,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/transformer/metadata.pkl,checkpoint,phase1,True,True,2026-04-19 09:32:34.036047935,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/transformer/model.pt,checkpoint,phase1,True,True,2026-04-19 09:32:34.051779985,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,False,
outputs/window_size_study/5s/models/transformer/predictions.parquet,parquet,phase1,True,True,2026-04-19 09:32:34.077562809,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/models/transformer/results.json,json,phase1,True,True,2026-04-19 09:32:34.061792374,deployment_runtime/docs/deployment_contract.md;reports/generated_report.md,True,
outputs/window_size_study/5s/ready_packages/autoencoder/calibration.json,json,phase1,True,True,2026-04-18 23:51:37.552155733,,True,
outputs/window_size_study/5s/ready_packages/autoencoder/checkpoint.pt,checkpoint,phase1,True,True,2026-04-18 23:51:37.548158169,,False,
outputs/window_size_study/5s/ready_packages/autoencoder/config.json,json,phase1,True,True,2026-04-18 23:51:37.553187847,reports/generated_report.md,True,
outputs/window_size_study/5s/ready_packages/autoencoder/feature_columns.json,json,phase1,True,True,2026-04-18 23:51:37.550155163,,True,
outputs/window_size_study/5s/ready_packages/autoencoder/metrics.json,json,phase1,True,True,2026-04-18 23:51:37.556158781,,True,
outputs/window_size_study/5s/ready_packages/autoencoder/model_manifest.json,json,phase1,True,True,2026-04-18 23:51:37.575154781,,True,
outputs/window_size_study/5s/ready_packages/autoencoder/predictions.parquet,parquet,phase1,True,True,2026-04-18 23:51:37.574153662,deployment_runtime/docs/deployment_contract.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;reports/generated_report.md,True,
outputs/window_size_study/5s/ready_packages/autoencoder/preprocessing.pkl,checkpoint,phase1,True,True,2026-04-18 23:51:37.549155712,,False,
outputs/window_size_study/5s/ready_packages/autoencoder/split_summary.json,json,phase1,True,True,2026-04-18 23:51:37.557155609,,True,
outputs/window_size_study/5s/ready_packages/autoencoder/thresholds.json,json,phase1,True,True,2026-04-18 23:51:37.551173925,,True,
outputs/window_size_study/5s/ready_packages/autoencoder/training_history.json,json,phase1,True,True,2026-04-18 23:51:37.555155039,,True,
outputs/window_size_study/5s/ready_packages/gru/calibration.json,json,phase1,True,True,2026-04-19 01:32:46.706036091,,True,
outputs/window_size_study/5s/ready_packages/gru/checkpoint.pt,checkpoint,phase1,True,True,2026-04-19 01:32:46.703130722,,False,
outputs/window_size_study/5s/ready_packages/gru/config.json,json,phase1,True,True,2026-04-19 01:32:46.707036734,reports/generated_report.md,True,
